010-00-00-008        1500           15       스낵         도리토스
010-00-00-008        1500           15       스낵         도리토스
010-00-00-020        1200           15       스낵         알새우칩
010-00-01-014        1000           15       비스켓         미쯔
010-00-01-017        2500           15       비스켓         빅파이
010-00-01-033        2500           15       비스켓         찰떡쿠키
011-00-01-018        1000           08       봉지라면         무파마
011-00-01-033        1200           08       봉지라면         열라면
011-00-01-048        1300           08       봉지라면         후루룩국수
